time,HEADWATER,TAILWATER,GAGE_1
361.7236952706,-1413.7,-996.29,2878.2
361.7236952707,-1413.7,-996.29,2878.2
361.7236952709,-1413.7,-996.29,2878.2
361.7236952710,-1413.7,-996.29,2878.2
361.7236952712,-1413.7,-996.29,2878.2
361.7236952713,-1413.7,-996.29,2878.2
361.7236952714,-1413.7,-996.29,2878.2
361.7236952715,-1413.7,-996.29,2878.2
361.7236952716,-1413.7,-996.29,2878.2
361.7236952717,-1413.7,-996.29,2878.2
361.7236952718,-1413.7,-996.29,2878.2
361.7236952719,-1413.7,-996.29,2878.2
361.7236952720,-1413.7,-996.29,2878.2
361.7236952722,-1413.7,-996.29,2878.2
361.7236952723,-1413.7,-996.29,2878.2
361.7236952724,-1413.7,-996.29,2878.2
361.7236952725,-1413.7,-996.29,2878.2
361.7236952726,-1413.7,-996.29,2878.2
361.7236952728,-1413.7,-996.29,2878.2
361.7236952732,-1413.7,-996.29,2878.2
361.7236952740,-1413.7,-996.29,2878.2
361.7236952744,-1413.7,-996.29,2878.2
361.7236952745,-1413.7,-996.29,2878.2
361.7236952746,-1413.7,-996.29,2878.2
361.7236952747,-1413.7,-996.29,2878.2
361.7236952749,-1413.7,-996.29,2878.2
361.7236952750,-1413.7,-996.29,2878.2
361.7236952752,-1413.7,-996.29,2878.2
361.7236952753,-1413.7,-996.29,2878.2
361.7236952754,-1413.7,-996.29,2878.2
361.7236952756,-1413.7,-996.29,2878.2
361.7236952760,-1413.7,-996.29,2878.2
361.7236952762,-1413.7,-996.29,2878.2
361.7236952763,-1413.7,-996.29,2878.2
361.7236952764,-1413.7,-996.29,2878.2
361.7236952765,-1413.7,-996.29,2878.2
361.7236952767,-1413.7,-996.29,2878.2
361.7236952771,-1413.7,-996.29,2878.2
361.7236952773,-1413.7,-996.29,2878.2
361.7236952777,-1413.7,-996.29,2878.2
361.7236952779,-1413.7,-996.29,2878.2
361.7236952780,-1413.7,-996.29,2878.2
361.7236952781,-1413.7,-996.29,2878.2
361.7236952783,-1413.7,-996.29,2878.2
